id,name,type,description,prerequisites,prerequisite_feats,benefit,normal,special,source,fulltext,teamwork,critical,grit,style,performance,racial,companion_familiar,race_name,note,goal,completion_benefit,multiples,suggested_traits
748,Destroyer's Blessing,Combat,Breaking things adds to your power.,"Half-orc or orc, rage class feature.",,"When you are raging and you succeed at a sunder combat maneuver, you regain 1 round of rage. If the sunder attempt causes the object to gain the broken condition, you heal 1 hit point. You can only gain these benefits once per round.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Destroyer's Blessing (Combat)</p><div style=""clear: both;""></div></div><div><h5>Breaking things adds to your power.<h5><b>Prerequisites: </b>Half-orc or orc, rage class feature.</h5><h5><b>Benefit: </b>When you are raging and you succeed at a sunder combat maneuver, you regain 1 round of rage. If the sunder attempt causes the object to gain the broken condition, you heal 1 hit point. You can only gain these benefits once per round.</h5></div>",0,0,0,0,0,1,0,"Half-Orc,Orc",,,,0,
749,Ferocious Resolve,General,Your orc heritage allows you to fight on.,"Con 13, half-orc, orc ferocity racial trait.",,"You gain the ferocity universal monster ability, allowing you to continue fighting at negative hit points. When using this ability, you gain a +2 bonus on Intimidate checks.",A half-orc with the orc ferocity racial trait can fight for 1 more round after he is brought below 0 hit points.,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ferocious Resolve</p><div style=""clear: both;""></div></div><div><h5>Your orc heritage allows you to fight on.<h5><b>Prerequisites: </b>Con 13, half-orc, orc ferocity racial trait.</h5><h5><b>Benefit: </b>You gain the ferocity universal monster ability, allowing you to continue fighting at negative hit points. When using this ability, you gain a +2 bonus on Intimidate checks.</h5><h5><b>Normal: </b>A half-orc with the orc ferocity racial trait can fight for 1 more round after he is brought below 0 hit points.</h5></div>",0,0,0,0,0,1,0,"Half-Orc,Orc",,,,0,
750,Ferocious Summons,General,Your summoned creatures gain your ferocity.,"Augment Summoning, Spell Focus (conjuration), half-orc or orc.","Augment Summoning, Spell Focus (conjuration)",Creatures you summon gain the ferocity universal monster ability.,,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ferocious Summons</p><div style=""clear: both;""></div></div><div><h5>Your summoned creatures gain your ferocity.<h5><b>Prerequisites: </b>Augment Summoning, Spell Focus (conjuration), half-orc or orc.</h5><h5><b>Benefit: </b>Creatures you summon gain the ferocity universal monster ability.</h5></div>",0,0,0,0,0,1,0,"Half-Orc,Orc",,,,0,
751,Ferocious Tenacity,Combat,You spit in the face of death.,"Ferocity racial trait, half-orc or orc, rage class feature.",,"Once per day when raging, if you are hit by an attack that would deal enough hit points of damage to kill you (negative hit points equal to your Constitution score), as an immediate action you may expend 1 or more rounds of rage to negate some of this damage and keep yourself alive. Each round of rage you spend reduces the attack's damage by 1 point, but cannot reduce the damage taken below 1 hit point. For example, if you are raging, have a raging Constitution score of 18, are currently at 2 hit points, and take 20 hit points of damage from a hit (which is enough to bring you to -18 hit points, thereby killing you), you may spend 1 round of rage to reduce the damage by 1 hit point (leaving you perilously close to death at -17 hit points); if you spend 17 rounds of rage, you reduce the damage to 1 (the minimum), leaving you with 1 hit point.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Ferocious Tenacity (Combat)</p><div style=""clear: both;""></div></div><div><h5>You spit in the face of death.<h5><b>Prerequisites: </b>Ferocity racial trait, half-orc or orc, rage class feature.</h5><h5><b>Benefit: </b>Once per day when raging, if you are hit by an attack that would deal enough hit points of damage to kill you (negative hit points equal to your Constitution score), as an immediate action you may expend 1 or more rounds of rage to negate some of this damage and keep yourself alive. Each round of rage you spend reduces the attack's damage by 1 point, but cannot reduce the damage taken below 1 hit point. For example, if you are raging, have a raging Constitution score of 18, are currently at 2 hit points, and take 20 hit points of damage from a hit (which is enough to bring you to -18 hit points, thereby killing you), you may spend 1 round of rage to reduce the damage by 1 hit point (leaving you perilously close to death at -17 hit points); if you spend 17 rounds of rage, you reduce the damage to 1 (the minimum), leaving you with 1 hit point.</h5><h5><b>Note: </b>If this damage still makes you fall unconscious, your rage ends just like it normally would, lowering your Constitution to its normal value and reducing your hit point total as normal. Therefore, it is possible to use this feat to prevent yourself from instantly dying, yet you still die because your negative hit points exceed your normal Constitution score-take your normal Constitution into account when deciding how many rounds of rage to spend with this feat.</h5></div>",0,0,0,0,0,1,0,"Half-Orc,Orc","If this damage still makes you fall unconscious, your rage ends just like it normally would, lowering your Constitution to its normal value and reducing your hit point total as normal. Therefore, it is possible to use this feat to prevent yourself from instantly dying, yet you still die because your negative hit points exceed your normal Constitution score-take your normal Constitution into account when deciding how many rounds of rage to spend with this feat.",,,0,
752,Gore Fiend,General,"Horrible wounds, whether on yourself or your enemies, make your blood sing.","Half-orc or orc, rage class feature.",,"When you are raging and you confirm a critical hit with a melee weapon or a critical hit is confirmed on you (whether by a melee weapon, spell, or ranged weapon), you regain 1 round of rage (up to your maximum for the day). You can only gain this benefit once per round.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Gore Fiend</p><div style=""clear: both;""></div></div><div><h5>Horrible wounds, whether on yourself or your enemies, make your blood sing.<h5><b>Prerequisites: </b>Half-orc or orc, rage class feature.</h5><h5><b>Benefit: </b>When you are raging and you confirm a critical hit with a melee weapon or a critical hit is confirmed on you (whether by a melee weapon, spell, or ranged weapon), you regain 1 round of rage (up to your maximum for the day). You can only gain this benefit once per round.</h5></div>",0,0,0,0,0,1,0,"Half-Orc,Orc",,,,0,
753,Horde Charge,General,"When you charge with an ally, you are more deadly.","Base attack bonus +1, half-orc or orc.",,"When charging during the same round as an ally with this feat, you gain a +2 bonus on attack and damage rolls in addition to the normal bonus for charging. If you can make multiple attacks on a charge, this bonus only applies to the first attack.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Horde Charge (Teamwork)</p><div style=""clear: both;""></div></div><div><h5>When you charge with an ally, you are more deadly.<h5><b>Prerequisites: </b>Base attack bonus +1, half-orc or orc.</h5><h5><b>Benefit: </b>When charging during the same round as an ally with this feat, you gain a +2 bonus on attack and damage rolls in addition to the normal bonus for charging. If you can make multiple attacks on a charge, this bonus only applies to the first attack.</h5></div>",1,0,0,0,0,1,0,"Half-Orc,Orc",,,,0,
754,Improved Surprise Follow-Through,Combat,You follow up an attack with a surprising series of sweeping blows.,"Str 13, Cleave, Great Cleave, Power Attack, Surprise Follow Through, base attack bonus +8.","Cleave, Great Cleave, Power Attack, Surprise Follow Through","When using Great Cleave, each opponent you attack on your turn (other than the first) is denied his Dexterity bonus against you.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Surprise Follow-Through (Combat)</p><div style=""clear: both;""></div></div><div><h5>You follow up an attack with a surprising series of sweeping blows.<h5><b>Prerequisites: </b>Str 13, Cleave, Great Cleave, Power Attack, Surprise Follow Through, base attack bonus +8.</h5><h5><b>Benefit: </b>When using Great Cleave, each opponent you attack on your turn (other than the first) is denied his Dexterity bonus against you.</h5></div>",0,0,0,0,0,1,0,"Half-Orc,Orc",,,,0,
755,Resilient Brute,General,You absorb punishment others find deadly.,Half-orc or orc.,,"Once per day, when a creature confirms a critical hit against you, you may treat half the damage as nonlethal damage. You cannot use this ability if you are immune to nonlethal damage. When your base attack bonus reaches +10, you may use this ability an additional time per day.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Resilient Brute</p><div style=""clear: both;""></div></div><div><h5>You absorb punishment others find deadly.<h5><b>Prerequisites: </b>Half-orc or orc.</h5><h5><b>Benefit: </b>Once per day, when a creature confirms a critical hit against you, you may treat half the damage as nonlethal damage. You cannot use this ability if you are immune to nonlethal damage. When your base attack bonus reaches +10, you may use this ability an additional time per day.</h5></div>",0,0,0,0,0,1,0,"Half-Orc,Orc",,,,0,
756,Surprise Follow-Through,Combat,"When striking one opponent, you catch its ally off guard.","Str 13, Cleave, Power Attack, base attack bonus +1.","Cleave, Power Attack","When using Cleave or Great Cleave, the second foe you attack on your turn is denied its Dexterity bonus against you.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Surprise Follow-Through (Combat)</p><div style=""clear: both;""></div></div><div><h5>When striking one opponent, you catch its ally off guard.<h5><b>Prerequisites: </b>Str 13, Cleave, Power Attack, base attack bonus +1.</h5><h5><b>Benefit: </b>When using Cleave or Great Cleave, the second foe you attack on your turn is denied its Dexterity bonus against you.</h5></div>",0,0,0,0,0,1,0,"Half-Orc,Orc",,,,0,
757,Sympathetic Rage,Combat,Seeing an ally rage fills you with your own fury.,"Half-orc or orc, nonlawful.",,"Whenever you are adjacent to an ally who is raging, you may choose to enter a similar but less powerful rage as a free action on your turn. This weaker rage gives you all the benefits and penalties of a barbarian's rage, except your morale bonus to Strength and Constitution is only +2. There is no limit to how long you can rage, as long as you remain adjacent to a raging ally (for example, you could take a 5-foot step away from one raging ally toward another raging ally and maintain your rage). As with a barbarian's rage, when this weaker rage ends, you are fatigued. You cannot use this feat if you are fatigued.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Sympathetic Rage (Combat)</p><div style=""clear: both;""></div></div><div><h5>Seeing an ally rage fills you with your own fury.<h5><b>Prerequisites: </b>Half-orc or orc, nonlawful.</h5><h5><b>Benefit: </b>Whenever you are adjacent to an ally who is raging, you may choose to enter a similar but less powerful rage as a free action on your turn. This weaker rage gives you all the benefits and penalties of a barbarian's rage, except your morale bonus to Strength and Constitution is only +2. There is no limit to how long you can rage, as long as you remain adjacent to a raging ally (for example, you could take a 5-foot step away from one raging ally toward another raging ally and maintain your rage). As with a barbarian's rage, when this weaker rage ends, you are fatigued. You cannot use this feat if you are fatigued.</h5></div>",0,0,0,0,0,1,0,"Half-Orc,Orc",,,,0,
758,Tenacious Survivor,General,Your spirit lingers long after any other's would have passed on.,"Con 13, Diehard, Endurance, half-orc or orc.","Diehard, Endurance","When you are killed by hit point damage, your soul lingers in your body for a number of rounds equal to your Constitution bonus. You are still dead, but a creature can make a DC 10 Heal check as a standard action to realize that you can still be saved. You can be healed by magic as if you were alive. If you are healed enough hit points that you would no longer be dead, you are alive again, but you gain one permanent negative level.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Tenacious Survivor</p><div style=""clear: both;""></div></div><div><h5>Your spirit lingers long after any other's would have passed on.<h5><b>Prerequisites: </b>Con 13, Diehard, Endurance, half-orc or orc.</h5><h5><b>Benefit: </b>When you are killed by hit point damage, your soul lingers in your body for a number of rounds equal to your Constitution bonus. You are still dead, but a creature can make a DC 10 Heal check as a standard action to realize that you can still be saved. You can be healed by magic as if you were alive. If you are healed enough hit points that you would no longer be dead, you are alive again, but you gain one permanent negative level.</h5></div>",0,0,0,0,0,1,0,"Half-Orc,Orc",,,,0,
759,Thrill of the Kill,General,Killing fuels your rage.,"Half-orc or orc, rage class feature.",,"When you are raging and your attack reduces an enemy to negative hit points or kills it, you regain 1 round of rage. You may only use this feat if the fallen enemy had at least as many Hit Dice as you. You can only gain this benefit once per round.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Thrill of the Kill</p><div style=""clear: both;""></div></div><div><h5>Killing fuels your rage.<h5><b>Prerequisites: </b>Half-orc or orc, rage class feature.</h5><h5><b>Benefit: </b>When you are raging and your attack reduces an enemy to negative hit points or kills it, you regain 1 round of rage. You may only use this feat if the fallen enemy had at least as many Hit Dice as you. You can only gain this benefit once per round.</h5></div>",0,0,0,0,0,1,0,"Half-Orc,Orc",,,,0,
760,Adaptive Fortune,General,Your luck takes on almost legendary proportions.,"Fortunate One, adaptable luck racial trait, character level 10th, halfling.",Fortunate One,"Increase the number of times per day you can use the adaptable luck racial trait by 1. Furthermore, when you use adaptable luck, increase the luck bonus for each type of use by 2.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Adaptive Fortune</p><div style=""clear: both;""></div></div><div><h5>Your luck takes on almost legendary proportions.<h5><b>Prerequisites: </b>Fortunate One, adaptable luck racial trait, character level 10th, halfling.</h5><h5><b>Benefit: </b>Increase the number of times per day you can use the adaptable luck racial trait by 1. Furthermore, when you use adaptable luck, increase the luck bonus for each type of use by 2.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
761,Blundering Defense,Combat,Your feverish and sometimes comical defensive techniques offer enough distraction to aid allies.,"Cautious Fighter, halfling.",Cautious Fighter,"Whenever you fight defensively or use the total defense action, allies gain a luck bonus to AC and CMD equal to 1/2 the dodge bonus you gain from the action you are taking. Allies only gain this bonus while they are adjacent to you.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Blundering Defense (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your feverish and sometimes comical defensive techniques offer enough distraction to aid allies.<h5><b>Prerequisites: </b>Cautious Fighter, halfling.</h5><h5><b>Benefit: </b>Whenever you fight defensively or use the total defense action, allies gain a luck bonus to AC and CMD equal to 1/2 the dodge bonus you gain from the action you are taking. Allies only gain this bonus while they are adjacent to you.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
762,Cautious Fighter,Combat,You care more about survival than victory.,Halfling.,,"When fighting defensively or using total defense, your dodge bonus to AC increases by 2.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Cautious Fighter (Combat)</p><div style=""clear: both;""></div></div><div><h5>You care more about survival than victory.<h5><b>Prerequisites: </b>Halfling.</h5><h5><b>Benefit: </b>When fighting defensively or using total defense, your dodge bonus to AC increases by 2.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
763,Courageous Resolve,General,"Even when others run, you tend to stand your ground.","Craven racial trait or fearless racial trait, halfling.",,"If you have the fearless racial trait, your racial bonus on saving throws against fear effects increases to +4. If you have the craven racial trait, you still take the -2 penalty on fear saves, but you can gain the benefit of morale bonuses on saving throws against fear effects.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Courageous Resolve</p><div style=""clear: both;""></div></div><div><h5>Even when others run, you tend to stand your ground.<h5><b>Prerequisites: </b>Craven racial trait or fearless racial trait, halfling.</h5><h5><b>Benefit: </b>If you have the fearless racial trait, your racial bonus on saving throws against fear effects increases to +4. If you have the craven racial trait, you still take the -2 penalty on fear saves, but you can gain the benefit of morale bonuses on saving throws against fear effects.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
764,Desperate Swing,Combat,You land your most telling blows in desperate situations.,"Cautious Fighter, base attack bonus +1, halfling.",Cautious Fighter,"Once per day, you can make a single melee attack while taking the total defense action. You take a -4 penalty on attack rolls when making this attack. You also gain a +4 bonus on critical confirmation rolls made while fighting defensively or making an attack of opportunity using this feat.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Desperate Swing (Combat)</p><div style=""clear: both;""></div></div><div><h5>You land your most telling blows in desperate situations.<h5><b>Prerequisites: </b>Cautious Fighter, base attack bonus +1, halfling.</h5><h5><b>Benefit: </b>Once per day, you can make a single melee attack while taking the total defense action. You take a -4 penalty on attack rolls when making this attack. You also gain a +4 bonus on critical confirmation rolls made while fighting defensively or making an attack of opportunity using this feat.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
765,Fortunate One,General,You have an even greater knack than most halflings for adaptable luck.,"Adaptable luck racial trait, halfling.",,The number of times per day you can use the adaptable luck racial trait increases by 1.,,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Fortunate One</p><div style=""clear: both;""></div></div><div><h5>You have an even greater knack than most halflings for adaptable luck.<h5><b>Prerequisites: </b>Adaptable luck racial trait, halfling.</h5><h5><b>Benefit: </b>The number of times per day you can use the adaptable luck racial trait increases by 1.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
766,Improved Low Blow,Combat,You are adept at hitting larger opponents where it hurts.,"Base attack bonus +4, halfling, low-blow racial trait.",,"Your bonus to conf irm critical hits against opponents larger than yourself improves to +2. Furthermore, once per day, after you fail to hit with a critical hit conf irmation roll, you can reroll the conf irmation roll, but must take the new result even if it is worse.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Improved Low Blow (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are adept at hitting larger opponents where it hurts.<h5><b>Prerequisites: </b>Base attack bonus +4, halfling, low-blow racial trait.</h5><h5><b>Benefit: </b>Your bonus to conf irm critical hits against opponents larger than yourself improves to +2. Furthermore, once per day, after you fail to hit with a critical hit conf irmation roll, you can reroll the conf irmation roll, but must take the new result even if it is worse.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
767,Lucky Healer,General,Your luck allows you to draw from magical healing far more efficiently than most.,"Adaptive luck racial trait, halfling.",,"Spend a use of your adaptive luck racial trait to reroll the damage healed from a single magical healing effect (such as a spell with ""cure"" in the title or channel energy). You regain a number of hit points equal to the new roll or the original roll, whichever is greater. Other creatures healed by the effect do not gain this benef it.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lucky Healer</p><div style=""clear: both;""></div></div><div><h5>Your luck allows you to draw from magical healing far more efficiently than most.<h5><b>Prerequisites: </b>Adaptive luck racial trait, halfling.</h5><h5><b>Benefit: </b>Spend a use of your adaptive luck racial trait to reroll the damage healed from a single magical healing effect (such as a spell with ""cure"" in the title or channel energy). You regain a number of hit points equal to the new roll or the original roll, whichever is greater. Other creatures healed by the effect do not gain this benef it.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
768,Lucky Strike,Combat,Your luck increases the potency of your weapon attacks.,"Base attack bonus +5, adaptive luck racial trait, halfling.",,"Spend a use of your adaptive luck racial trait to reroll the damage from a single weapon attack. You deal damage equal to the new damage roll, or the original roll, whichever is greater.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Lucky Strike (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your luck increases the potency of your weapon attacks.<h5><b>Prerequisites: </b>Base attack bonus +5, adaptive luck racial trait, halfling.</h5><h5><b>Benefit: </b>Spend a use of your adaptive luck racial trait to reroll the damage from a single weapon attack. You deal damage equal to the new damage roll, or the original roll, whichever is greater.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
769,Risky Striker,Combat,You can make yourself a little more vulnerable to larger creatures in order to land a devastating blow.,"Base attack bonus +1, halfling.",,"You can choose to take a -1 penalty to AC to gain a +2 bonus on melee damage rolls against creatures two or more size categories larger than you. When your base attack bonus reaches +4 and every four levels thereafter, the damage increases by 2. The bonus damage is multiplied in the case of a critical hit. You can only choose to use this feat when you declare that you are making an attack action or a full-attack action with a melee weapon. The effects last until your next turn.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Risky Striker (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can make yourself a little more vulnerable to larger creatures in order to land a devastating blow.<h5><b>Prerequisites: </b>Base attack bonus +1, halfling.</h5><h5><b>Benefit: </b>You can choose to take a -1 penalty to AC to gain a +2 bonus on melee damage rolls against creatures two or more size categories larger than you. When your base attack bonus reaches +4 and every four levels thereafter, the damage increases by 2. The bonus damage is multiplied in the case of a critical hit. You can only choose to use this feat when you declare that you are making an attack action or a full-attack action with a melee weapon. The effects last until your next turn.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
770,Sure and Fleet,General,You are both fast and careful.,"Fleet of foot racial trait, halfling.",,You gain a +2 racial bonus on Acrobatics and Climb checks.,,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Sure and Fleet</p><div style=""clear: both;""></div></div><div><h5>You are both fast and careful.<h5><b>Prerequisites: </b>Fleet of foot racial trait, halfling.</h5><h5><b>Benefit: </b>You gain a +2 racial bonus on Acrobatics and Climb checks.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
771,Surprise Strike,Combat,You actually seem to do more damage when frantically trying to avoid your enemies.,"Cautious Fighter, Desperate Swing, base attack bonus +6, halfling.","Cautious Fighter, Desperate Swing","Once per day, when fighting defensively or making an attack of opportunity while taking the total defense action with the Desperate Swing feat, you take no penalty on the attack roll.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Surprise Strike (Combat)</p><div style=""clear: both;""></div></div><div><h5>You actually seem to do more damage when frantically trying to avoid your enemies.<h5><b>Prerequisites: </b>Cautious Fighter, Desperate Swing, base attack bonus +6, halfling.</h5><h5><b>Benefit: </b>Once per day, when fighting defensively or making an attack of opportunity while taking the total defense action with the Desperate Swing feat, you take no penalty on the attack roll.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
772,Uncanny Defense,Combat,Your instinct for self-preservation gives you many advantages.,"Cautious Fighter, base attack bonus +3, halfling.",Cautious Fighter,"While fighting defensively or taking the total defense action, you gain a bonus on your Ref lex saving throws and to your CMD equal to 1/2 of the dodge bonus to AC you gained from taking that action.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Uncanny Defense (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your instinct for self-preservation gives you many advantages.<h5><b>Prerequisites: </b>Cautious Fighter, base attack bonus +3, halfling.</h5><h5><b>Benefit: </b>While fighting defensively or taking the total defense action, you gain a bonus on your Ref lex saving throws and to your CMD equal to 1/2 of the dodge bonus to AC you gained from taking that action.</h5></div>",0,0,0,0,0,1,0,Halfling,,,,0,
773,Bestow Luck,General,You are extremely lucky and sometimes your allies are as well.,"Defiant Luck, Inexplicable Luck, human.","Defiant Luck, Inexplicable Luck",You gain an extra use per day of your Defiant Luck ability. You can also use your Inexplicable Luck ability to grant an ally that can see and hear its benefit as an immediate action.,,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Bestow Luck</p><div style=""clear: both;""></div></div><div><h5>You are extremely lucky and sometimes your allies are as well.<h5><b>Prerequisites: </b>Defiant Luck, Inexplicable Luck, human.</h5><h5><b>Benefit: </b>You gain an extra use per day of your Defiant Luck ability. You can also use your Inexplicable Luck ability to grant an ally that can see and hear its benefit as an immediate action.</h5></div>",0,0,0,0,0,1,0,Human,,,,0,
774,Critical Versatility,Combat,An open mind and combat training grant versatility to your critical hits.,"Fighter level 11th, human.",,"Once per day, you can spend 1 hour practicing maneuvers to gain one single critical feat that you meet the prerequisites for. You gain the benefits of the chosen critical feat until you choose to practice a different critical feat.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Critical Versatility (Combat)</p><div style=""clear: both;""></div></div><div><h5>An open mind and combat training grant versatility to your critical hits.<h5><b>Prerequisites: </b>Fighter level 11th, human.</h5><h5><b>Benefit: </b>Once per day, you can spend 1 hour practicing maneuvers to gain one single critical feat that you meet the prerequisites for. You gain the benefits of the chosen critical feat until you choose to practice a different critical feat.</h5></div>",0,0,0,0,0,1,0,Human,,,,0,
775,Dauntless Destiny,General,Your ability to avert disaster is impressive.,"Cha 13, Fearless Curiosity, Intimidate 10 ranks, human.",Fearless Curiosity,"You gain a +1 bonus on saving throws against effects with the emotion descriptor; this bonus stacks with those granted by Fearless Curiosity and Intimidating Confidence. In addition, once per day you may reroll a natural 1 on a saving throw or an attack roll. If your reroll results in a successful saving throw or attack roll, as a free action you can make an Intimidate check to demoralize the target of your attack or the creature that forced you to make a saving throw, as long as the creature is within 30 feet and can see and hear you. This effect does not apply on saving throws against traps or other objects. This does not stack with other effects that allow you to reroll a saving throw or an attack roll. You may only make one reroll.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dauntless Destiny</p><div style=""clear: both;""></div></div><div><h5>Your ability to avert disaster is impressive.<h5><b>Prerequisites: </b>Cha 13, Fearless Curiosity, Intimidate 10 ranks, human.</h5><h5><b>Benefit: </b>You gain a +1 bonus on saving throws against effects with the emotion descriptor; this bonus stacks with those granted by Fearless Curiosity and Intimidating Confidence. In addition, once per day you may reroll a natural 1 on a saving throw or an attack roll. If your reroll results in a successful saving throw or attack roll, as a free action you can make an Intimidate check to demoralize the target of your attack or the creature that forced you to make a saving throw, as long as the creature is within 30 feet and can see and hear you. This effect does not apply on saving throws against traps or other objects. This does not stack with other effects that allow you to reroll a saving throw or an attack roll. You may only make one reroll.</h5></div>",0,0,0,0,0,1,0,Human,,,,0,
776,Defiant Luck,General,You can sometimes defiantly shrug off spells and attacks that would kill a lesser creature.,Human.,,"Once per day, after you roll a natural 1 on a saving throw or a critical hit is confirmed against you, you can either reroll that saving throw, or force the creature that confirmed the critical hit against you to reroll the critical confirmation roll. This does not stack with other effects that allow you to reroll a saving throw or an attack roll. You may only make one reroll.",,"If you are using the optional hero point system (Advanced Player's Guide 322-324), you can also spend 1 hero point when a critical hit is confirmed against you to have the opponent reroll the critical hit confirmation roll.",Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Defiant Luck</p><div style=""clear: both;""></div></div><div><h5>You can sometimes defiantly shrug off spells and attacks that would kill a lesser creature.<h5><b>Prerequisites: </b>Human.</h5><h5><b>Benefit: </b>Once per day, after you roll a natural 1 on a saving throw or a critical hit is confirmed against you, you can either reroll that saving throw, or force the creature that confirmed the critical hit against you to reroll the critical confirmation roll. This does not stack with other effects that allow you to reroll a saving throw or an attack roll. You may only make one reroll.</h5><h5><b>Special: </b>If you are using the optional hero point system (Advanced Player's Guide 322-324), you can also spend 1 hero point when a critical hit is confirmed against you to have the opponent reroll the critical hit confirmation roll.</h5></div>",0,0,0,0,0,1,0,Human,,,,0,
777,Fast Learner,General,You progress gain extra versatility.,"Int 13, human.",,"When you gain a level in a favored class, you gain both +1 hit point and +1 skill rank instead of choosing either one or the other benefit or you can choose an alternate class reward.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Fast Learner</p><div style=""clear: both;""></div></div><div><h5>You progress gain extra versatility.<h5><b>Prerequisites: </b>Int 13, human.</h5><h5><b>Benefit: </b>When you gain a level in a favored class, you gain both +1 hit point and +1 skill rank instead of choosing either one or the other benefit or you can choose an alternate class reward.</h5></div>",0,0,0,0,0,1,0,Human,,,,0,
778,Fearless Curiosity,General,Your desire to see and experience the world overrides healthy caution.,"Cha 13, human.",,"You gain a +1 bonus on saving throws against effects with the emotion descriptor. In addition, for any round in which you begin your turn affected by a fear effect, you gain a new save at the beginning of your turn to reduce the severity of the fear effect, from panicked to frightened, frightened to shaken, and shaken to unaffected.",,,Advanced Race Guide,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Fearless Curiosity</p><div style=""clear: both;""></div></div><div><h5>Your desire to see and experience the world overrides healthy caution.<h5><b>Prerequisites: </b>Cha 13, human.</h5><h5><b>Benefit: </b>You gain a +1 bonus on saving throws against effects with the emotion descriptor. In addition, for any round in which you begin your turn affected by a fear effect, you gain a new save at the beginning of your turn to reduce the severity of the fear effect, from panicked to frightened, frightened to shaken, and shaken to unaffected.</h5></div>",0,0,0,0,0,1,0,Human,,,,0,
