class,class_fr,name,name_fr,description,description_fr
ranger,Rôdeur,Favored Enemy (+8) (Ex),Ennemi juré (+8) (Ext),"At 1st level, a ranger selects a creature type from the ranger favored enemies table. He gains a +2 bonus on Bluff, Knowledge, Perception, Sense Motive, and Survival checks against creatures of his selected type. Likewise, he gets a +2 bonus on weapon attack and damage rolls against them. A ranger may make Knowledge skill checks untrained when attempting to identify these creatures.At 5th level and every five levels thereafter (10th, 15th, and 20th level), the ranger may select an additional favored enemy. In addition, at each such interval, the bonus against any one favored enemy (including the one just selected, if so desired) increases by +2.If the ranger chooses humanoids or outsiders as a favored enemy, he must also choose an associated subtype, as indicated on the table below. (Note that there are other types of humanoid to choose from—those called out specifically on the table below are merely the most common.) If a specific creature falls into more than one category of favored enemy, the ranger's bonuses do not stack; he simply uses whichever bonus is higher.","Au niveau 1, le rôdeur choisit un type de créatures sur la table des ennemis jurés du rôdeur. Il bénéficie d’un bonus de +2 aux tests de Bluff, Connaissances, Perception, Psychologie et Survie lorsqu’il les utilise contre des créatures de ce type. Il bénéficie également d’un bonus de +2 aux jets d’attaque et de dégâts lorsqu’il utilise une arme contre elles. Enfin, il peut tenter d’utiliser la compétence de Connaissances pour identifier ces créatures et ce, même s’il ne possède aucun rang dans celle-ci.
Au niveau 5 et tous les cinq niveaux par la suite (aux niveaux 10, 15 et 20), le rôdeur peut choisir un nouvel ennemi juré. En même temps, il peut augmenter de +2 le bonus dont il bénéficie contre l’un de ses ennemis jurés (y compris celui qu’il vient de choisir, s’il le désire).
Lorsqu’un rôdeur choisit les Extérieurs ou les humanoïdes comme ennemis jurés, il doit aussi sélectionner un sous-type associé, comme l’indique la table (notez que les sous-types d’humanoïdes cités dans la table ne sont que les plus communs, d’autres sous-types, que le rôdeur peut également choisir, sont présentés dans le Bestiaire Pathfinder). Si une créature appartient à deux familles d’ennemis jurés, les bonus ne se cumulent pas : le rôdeur ne profite que du plus élevé des deux.
CAPTION: Choix d'ennemis jurés du rôdeur
Aberration            Extérieur (Air)   Humanoïde (autre sous-type) Humanoïde (humain)
Animal                Extérieur (Bien)  Humanoïde monstrueux        Humanoïde (nain)
Créature artificielle Extérieur (Eau)   Humanoïde (aquatique)  Humanoïde (géant)
Créature magique      Extérieur (Chaos) Humanoïde (elfe)       Humanoïde (orque)
Dragon                Extérieur (Feu)   Humanoïde (gnoll)           Humanoïde (gobelinoïde)
Fée                   Extérieur (Loi)   Humanoïde (gnome)      Humanoïde (reptilien)
Mort-vivant           Extérieur (natif) Humanoïde (halfelin)
Plante                Extérieur (Mal)
Vermine               Extérieur (Terre)"
ranger,Rôdeur,Favored Enemy (+10) (Ex),Ennemi juré (+10) (Ext),"At 1st level, a ranger selects a creature type from the ranger favored enemies table. He gains a +2 bonus on Bluff, Knowledge, Perception, Sense Motive, and Survival checks against creatures of his selected type. Likewise, he gets a +2 bonus on weapon attack and damage rolls against them. A ranger may make Knowledge skill checks untrained when attempting to identify these creatures.At 5th level and every five levels thereafter (10th, 15th, and 20th level), the ranger may select an additional favored enemy. In addition, at each such interval, the bonus against any one favored enemy (including the one just selected, if so desired) increases by +2.If the ranger chooses humanoids or outsiders as a favored enemy, he must also choose an associated subtype, as indicated on the table below. (Note that there are other types of humanoid to choose from—those called out specifically on the table below are merely the most common.) If a specific creature falls into more than one category of favored enemy, the ranger's bonuses do not stack; he simply uses whichever bonus is higher.","Au niveau 1, le rôdeur choisit un type de créatures sur la table des ennemis jurés du rôdeur. Il bénéficie d’un bonus de +2 aux tests de Bluff, Connaissances, Perception, Psychologie et Survie lorsqu’il les utilise contre des créatures de ce type. Il bénéficie également d’un bonus de +2 aux jets d’attaque et de dégâts lorsqu’il utilise une arme contre elles. Enfin, il peut tenter d’utiliser la compétence de Connaissances pour identifier ces créatures et ce, même s’il ne possède aucun rang dans celle-ci.
Au niveau 5 et tous les cinq niveaux par la suite (aux niveaux 10, 15 et 20), le rôdeur peut choisir un nouvel ennemi juré. En même temps, il peut augmenter de +2 le bonus dont il bénéficie contre l’un de ses ennemis jurés (y compris celui qu’il vient de choisir, s’il le désire).
Lorsqu’un rôdeur choisit les Extérieurs ou les humanoïdes comme ennemis jurés, il doit aussi sélectionner un sous-type associé, comme l’indique la table (notez que les sous-types d’humanoïdes cités dans la table ne sont que les plus communs, d’autres sous-types, que le rôdeur peut également choisir, sont présentés dans le Bestiaire Pathfinder). Si une créature appartient à deux familles d’ennemis jurés, les bonus ne se cumulent pas : le rôdeur ne profite que du plus élevé des deux.
CAPTION: Choix d'ennemis jurés du rôdeur
Aberration            Extérieur (Air)   Humanoïde (autre sous-type) Humanoïde (humain)
Animal                Extérieur (Bien)  Humanoïde monstrueux        Humanoïde (nain)
Créature artificielle Extérieur (Eau)   Humanoïde (aquatique)  Humanoïde (géant)
Créature magique      Extérieur (Chaos) Humanoïde (elfe)       Humanoïde (orque)
Dragon                Extérieur (Feu)   Humanoïde (gnoll)           Humanoïde (gobelinoïde)
Fée                   Extérieur (Loi)   Humanoïde (gnome)      Humanoïde (reptilien)
Mort-vivant           Extérieur (natif) Humanoïde (halfelin)
Plante                Extérieur (Mal)
Vermine               Extérieur (Terre)"
ranger,Rôdeur,Track (Ex),Pistage (Ext),A ranger adds half his level (minimum 1) to Survival skill checks made to follow tracks.,Le rôdeur ajoute la moitié de son niveau (au minimum +1) aux tests de Survie pour suivre des traces.
ranger,Rôdeur,Wild Empathy (Ex),Empathie sauvage (Ext),"A ranger can improve the initial attitude of an animal. This ability functions just like a Diplomacy check to improve the attitude of a person (see Using Skills). The ranger rolls 1d20 and adds his ranger level and his Charisma bonus to determine the wild empathy check result. The typical domestic animal has a starting attitude of indifferent, while wild animals are usually unfriendly.To use wild empathy, the ranger and the animal must be within 30 feet of one another under normal visibility conditions. Generally, influencing an animal in this way takes 1 minute, but, as with influencing people, it might take more or less time.The ranger can also use this ability to influence a magical beast with an Intelligence score of 1 or 2, but he takes a –4 penalty on the check.","Un rôdeur peut améliorer l’attitude d’un animal. Cette aptitude suit les mêmes règles que les tests de Diplomatie visant à modifier l’attitude d’une personne. Le résultat d’un test d’empathie sauvage est déterminé par 1d20 + le niveau du rôdeur + son modificateur de Charisme. L’attitude initiale des animaux domestiques est l’indifférence, tandis que les animaux sauvages sont généralement inamicaux.
Pour utiliser empathie sauvage, le rôdeur et l’animal doivent être à moins de 9 m (6 cases) de distance dans des conditions de visibilité normales. Il faut en moyenne une minute pour influencer un animal de cette façon, mais, comme pour la diplomatie, cela peut parfois prendre plus longtemps ou être plus rapide.
Un rôdeur peut également utiliser cette aptitude pour influencer une créature magique dont la valeur d’Intelligence est de 1 ou 2, mais avec un malus de -4 sur son test."
ranger,Rôdeur,Combat Style Feat (Ex),Style de combat (Ext),"At 2nd level, a ranger must select one of two combat styles to pursue: archery or two-weapon combat. The ranger's expertise manifests in the form of bonus feats at 2nd, 6th, 10th, 14th, and 18th level. He can choose feats from his selected combat style, even if he does not have the normal prerequisites.If the ranger selects archery, he can choose from the following list whenever he gains a combat style feat: Far Shot, Point Blank Shot, Precise Shot, and Rapid Shot. At 6th level, he adds Improved Precise Shot and Manyshot to the list. At 10th level, he adds Pinpoint Targeting and Shot on the Run to the list.If the ranger selects two-weapon combat, he can choose from the following list whenever he gains a combat style feat: Double Slice, Improved Shield Bash, Quick Draw, and Two-Weapon Fighting. At 6th level, he adds Improved Two-Weapon Fighting and Two-Weapon Defense to the list. At 10th level, he adds Greater Two-Weapon Fighting and Two-Weapon Rend to the list.The benefits of the ranger's chosen style feats apply only when he wears light, medium, or no armor. He loses all benefits of his combat style feats when wearing heavy armor. Once a ranger selects a combat style, it cannot be changed.","Au niveau 2, un rôdeur choisit de se spécialiser dans un des deux styles de combat suivants : combat à deux armes ou combat à distance.
Advanced Player's Guide/Manuel du joueur - règles avancées
Il peut également choisir de se spécialiser dans un des styles de combat suivants : arbalète, arme à deux mains, arme et bouclier, arme naturelle ou combat monté.
Cette spécialisation se traduit par des dons supplémentaires gagnés aux niveaux 2, 6, 10, 14 et 18. Le rôdeur choisit ces dons supplémentaires dans la liste appropriée. Il peut sélectionner un don même s’il ne remplit pas les conditions qui lui sont associées.
Si le rôdeur choisit le style de combat à distance, il peut choisir un des dons suivants chaque fois qu’il gagne un don de style de combat : Tir à bout portant, Tir de loin, Tir de précision et Tir rapide. Au niveau 6, les dons Feu nourri et Science du tir de précision s’ajoutent à la liste. Au niveau 10, les dons Tir en mouvement et Viser juste s’ajoutent à la liste.
Si le rôdeur choisit le style de combat à deux armes, il peut choisir un des dons suivants chaque fois qu’il gagne un don de style de combat : Arme en main, Combat à deux armes, Double frappe et Science du coup de bouclier. Au niveau 6, les dons Défense à deux armes et Science du combat à deux armes s’ajoutent à la liste. Au niveau 10, les dons Éventration à deux armes et Combat à deux armes supérieur viennent s’ajouter à la liste.
Advanced Player's Guide/Manuel du joueur - règles avancées
Si le rôdeur choisit le style de combat arbalète, il peut choisir un des dons suivants chaque fois qu’il gagne un don de style de combat :Rechargement rapide, Tir avec concentration, Tir de précision ou Viser. Au niveau 6, les dons Maîtrise des arbalètes et Science du tir de précision s'ajoutent à la liste. Au niveau 10, les dons Tir en mouvement et Viser juste viennent s'ajouter à la liste.
Advanced Player's Guide/Manuel du joueur - règles avancées
Si le rôdeur choisit le style de combat arme à deux mains, il peut choisir un des dons suivants chaque fois qu’il gagne un don de style de combat : Assaut repoussant, Attaque en puissance, Coups protecteurs ou Enchaînement. Au niveau 6, les dons Concentration malgré la fureur et Succession d’enchaînements s'ajoutent à la liste. Au niveau 10, les dons Carnage effroyable et Science de la destruction viennent s'ajouter à la liste.
Advanced Player's Guide/Manuel du joueur - règles avancées
Si le rôdeur choisit le style de combat arme et bouclier, il peut choisir un des dons suivants chaque fois qu’il gagne un don de style de combat : Art du bouclier, Frappe du bouclier, Combat à deux armes ou Science du coup de bouclier. Au niveau 6, les dons Bouclier salvateur et Maîtrise du bouclier s'ajoutent à la liste. Au niveau 10, les dons Art du bouclier supérieur et Coup de bouclier opportuniste viennent s'ajouter à la liste.
Advanced Player's Guide/Manuel du joueur - règles avancées
Si le rôdeur choisit le style de combat arme naturelle, il peut choisir un des dons suivants chaque fois qu’il gagne un don de style de combat : Arme de prédilection, Arme naturelle supérieure, Aspect bestial ou Griffes coupantes. Au niveau 6, les dons Frappe décisive et Griffes magiques s'ajoutent à la liste. Au niveau 10, les dons Attaques multiples et Science de la frappe décisive viennent s'ajouter à la liste.
Advanced Player's Guide/Manuel du joueur - règles avancées
Si le rôdeur choisit le style de combat combat monté, il peut choisir un des dons suivants chaque fois qu’il gagne un don de style de combat : Astuce d’équitation, Attaque au galop, Combat monté ou Tir monté. Au niveau 6, les dons Bouclier pour la monture et Charge dévastatrice s'ajoutent à la liste. Au niveau 10, les dons Désarçonner et Tirailleur monté viennent s'ajouter à la liste.
Le rôdeur ne bénéficie de ses dons de style de combat que s’il porte une armure légère, une armure intermédiaire ou s’il ne porte aucune armure. Il perd leurs avantages s’il porte une armure lourde. Une fois qu’un rôdeur a opté pour un style de combat, ce choix ne peut plus être modifié."
ranger,Rôdeur,Endurance,Endurance,A ranger gains Endurance as a bonus feat at 3rd level.,Un rôdeur de niveau 3 reçoit gratuitement le don Endurance en tant que don supplémentaire.
ranger,Rôdeur,Favored Terrain (+2) (Ex),Environnement de prédilection (+2) (Ext),"At 3rd level, a ranger may select a type of terrain from the Favored Terrains table. The ranger gains a +2 bonus on initiative checks and Knowledge (geography), Perception, Stealth, and Survival skill checks when he is in this terrain. A ranger traveling through his favored terrain normally leaves no trail and cannot be tracked (though he may leave a trail if he so chooses).At 8th level and every five levels thereafter, the ranger may select an additional favored terrain. In addition, at each such interval, the skill bonus and initiative bonus in any one favored terrain (including the one just selected, if so desired), increases by +2.If a specific terrain falls into more than one category of favored terrain, the ranger's bonuses do not stack; he simply uses whichever bonus is higher.","CAPTION: Environnements de prédilection du rôdeur
Aquatique (sur et sous la surface)
Désert (déserts de sable ou étendues désertiques)
Forêt (de conifères ou à feuilles caduques)
Froid (territoires enneigés ou gelés, glaciers et toundra)
Jungle
Marais
Montagnes (y compris les collines)
Plaines
Plans (choisir un plan autre que le plan Matériel)
Sous terre (grottes et complexes souterrains)
Urbain (bâtiments, rues et égouts)
Au niveau 3, un rôdeur choisit un type d’environnement sur la table des environnements de prédilection du rôdeur. Il bénéficie d’un bonus de +2 aux jets d’initiative et aux tests de Connaissances (géographie), Discrétion, Perception et Survie lorsqu’il se trouve dans cet environnement. De plus, lorsqu’il voyage dans son environnement de prédilection, le rôdeur ne laisse aucune trace et ne peut être suivi (il peut cependant laisser des traces s’il le désire).
Au niveau 8 et tous les cinq niveaux par la suite, le rôdeur peut choisir un nouvel environnement de prédilection. En même temps, il peut augmenter de +2 le bonus dont il bénéficie dans l’un de ses environnements de prédilection (y compris celui qu’il vient de choisir, s’il le désire).
Si l’endroit où le rôdeur se trouve entre dans plusieurs catégories d’environnements de prédilection, les bonus ne se cumulent pas : le rôdeur ne bénéficie que du bonus le plus élevé."
ranger,Rôdeur,Favored Terrain (+4) (Ex),Environnement de prédilection (+4) (Ext),"At 3rd level, a ranger may select a type of terrain from the Favored Terrains table. The ranger gains a +2 bonus on initiative checks and Knowledge (geography), Perception, Stealth, and Survival skill checks when he is in this terrain. A ranger traveling through his favored terrain normally leaves no trail and cannot be tracked (though he may leave a trail if he so chooses).At 8th level and every five levels thereafter, the ranger may select an additional favored terrain. In addition, at each such interval, the skill bonus and initiative bonus in any one favored terrain (including the one just selected, if so desired), increases by +2.If a specific terrain falls into more than one category of favored terrain, the ranger's bonuses do not stack; he simply uses whichever bonus is higher.","CAPTION: Environnements de prédilection du rôdeur
Aquatique (sur et sous la surface)
Désert (déserts de sable ou étendues désertiques)
Forêt (de conifères ou à feuilles caduques)
Froid (territoires enneigés ou gelés, glaciers et toundra)
Jungle
Marais
Montagnes (y compris les collines)
Plaines
Plans (choisir un plan autre que le plan Matériel)
Sous terre (grottes et complexes souterrains)
Urbain (bâtiments, rues et égouts)
Au niveau 3, un rôdeur choisit un type d’environnement sur la table des environnements de prédilection du rôdeur. Il bénéficie d’un bonus de +2 aux jets d’initiative et aux tests de Connaissances (géographie), Discrétion, Perception et Survie lorsqu’il se trouve dans cet environnement. De plus, lorsqu’il voyage dans son environnement de prédilection, le rôdeur ne laisse aucune trace et ne peut être suivi (il peut cependant laisser des traces s’il le désire).
Au niveau 8 et tous les cinq niveaux par la suite, le rôdeur peut choisir un nouvel environnement de prédilection. En même temps, il peut augmenter de +2 le bonus dont il bénéficie dans l’un de ses environnements de prédilection (y compris celui qu’il vient de choisir, s’il le désire).
Si l’endroit où le rôdeur se trouve entre dans plusieurs catégories d’environnements de prédilection, les bonus ne se cumulent pas : le rôdeur ne bénéficie que du bonus le plus élevé."
ranger,Rôdeur,Favored Terrain (+6) (Ex),Environnement de prédilection (+6) (Ext),"At 3rd level, a ranger may select a type of terrain from the Favored Terrains table. The ranger gains a +2 bonus on initiative checks and Knowledge (geography), Perception, Stealth, and Survival skill checks when he is in this terrain. A ranger traveling through his favored terrain normally leaves no trail and cannot be tracked (though he may leave a trail if he so chooses).At 8th level and every five levels thereafter, the ranger may select an additional favored terrain. In addition, at each such interval, the skill bonus and initiative bonus in any one favored terrain (including the one just selected, if so desired), increases by +2.If a specific terrain falls into more than one category of favored terrain, the ranger's bonuses do not stack; he simply uses whichever bonus is higher.","CAPTION: Environnements de prédilection du rôdeur
Aquatique (sur et sous la surface)
Désert (déserts de sable ou étendues désertiques)
Forêt (de conifères ou à feuilles caduques)
Froid (territoires enneigés ou gelés, glaciers et toundra)
Jungle
Marais
Montagnes (y compris les collines)
Plaines
Plans (choisir un plan autre que le plan Matériel)
Sous terre (grottes et complexes souterrains)
Urbain (bâtiments, rues et égouts)
Au niveau 3, un rôdeur choisit un type d’environnement sur la table des environnements de prédilection du rôdeur. Il bénéficie d’un bonus de +2 aux jets d’initiative et aux tests de Connaissances (géographie), Discrétion, Perception et Survie lorsqu’il se trouve dans cet environnement. De plus, lorsqu’il voyage dans son environnement de prédilection, le rôdeur ne laisse aucune trace et ne peut être suivi (il peut cependant laisser des traces s’il le désire).
Au niveau 8 et tous les cinq niveaux par la suite, le rôdeur peut choisir un nouvel environnement de prédilection. En même temps, il peut augmenter de +2 le bonus dont il bénéficie dans l’un de ses environnements de prédilection (y compris celui qu’il vient de choisir, s’il le désire).
Si l’endroit où le rôdeur se trouve entre dans plusieurs catégories d’environnements de prédilection, les bonus ne se cumulent pas : le rôdeur ne bénéficie que du bonus le plus élevé."
ranger,Rôdeur,Favored Terrain (+8) (Ex),Environnement de prédilection (+8) (Ext),"At 3rd level, a ranger may select a type of terrain from the Favored Terrains table. The ranger gains a +2 bonus on initiative checks and Knowledge (geography), Perception, Stealth, and Survival skill checks when he is in this terrain. A ranger traveling through his favored terrain normally leaves no trail and cannot be tracked (though he may leave a trail if he so chooses).At 8th level and every five levels thereafter, the ranger may select an additional favored terrain. In addition, at each such interval, the skill bonus and initiative bonus in any one favored terrain (including the one just selected, if so desired), increases by +2.If a specific terrain falls into more than one category of favored terrain, the ranger's bonuses do not stack; he simply uses whichever bonus is higher.","CAPTION: Environnements de prédilection du rôdeur
Aquatique (sur et sous la surface)
Désert (déserts de sable ou étendues désertiques)
Forêt (de conifères ou à feuilles caduques)
Froid (territoires enneigés ou gelés, glaciers et toundra)
Jungle
Marais
Montagnes (y compris les collines)
Plaines
Plans (choisir un plan autre que le plan Matériel)
Sous terre (grottes et complexes souterrains)
Urbain (bâtiments, rues et égouts)
Au niveau 3, un rôdeur choisit un type d’environnement sur la table des environnements de prédilection du rôdeur. Il bénéficie d’un bonus de +2 aux jets d’initiative et aux tests de Connaissances (géographie), Discrétion, Perception et Survie lorsqu’il se trouve dans cet environnement. De plus, lorsqu’il voyage dans son environnement de prédilection, le rôdeur ne laisse aucune trace et ne peut être suivi (il peut cependant laisser des traces s’il le désire).
Au niveau 8 et tous les cinq niveaux par la suite, le rôdeur peut choisir un nouvel environnement de prédilection. En même temps, il peut augmenter de +2 le bonus dont il bénéficie dans l’un de ses environnements de prédilection (y compris celui qu’il vient de choisir, s’il le désire).
Si l’endroit où le rôdeur se trouve entre dans plusieurs catégories d’environnements de prédilection, les bonus ne se cumulent pas : le rôdeur ne bénéficie que du bonus le plus élevé."
ranger,Rôdeur,Hunter's Bond (Ex),Pacte du chasseur (Ext),"At 4th level, a ranger forms a bond with his hunting companions. This bond can take one of two forms. Once the form is chosen, it cannot be changed. The first is a bond to his companions. This bond allows him to spend a move action to grant half his favored enemy bonus against a single target of the appropriate type to all allies within 30 feet who can see or hear him. This bonus lasts for a number of rounds equal to the ranger's Wisdom modifier (minimum 1). This bonus does not stack with any favored enemy bonuses possessed by his allies; they use whichever bonus is higher.The second option is to form a close bond with an animal companion. A ranger who selects an animal companion can choose from the following list: badger, bird, camel, cat (small), dire rat, dog, horse, pony, snake (viper or constrictor), or wolf. If the campaign takes place wholly or partly in an aquatic environment, the ranger may choose a shark instead. This animal is a loyal companion that accompanies the ranger on his adventures as appropriate for its kind. A ranger's animal companion shares his favored enemy and favored terrain bonuses.This ability functions like the druid animal companion ability (which is part of the Nature Bond class feature), except that the ranger's effective druid level is equal to his ranger level – 3.","Au niveau 4, un lien se tisse entre le rôdeur et ses compagnons de chasse. Ce lien peut prendre l’une des deux formes suivantes. Une fois qu’une forme a été choisie, cette décision ne peut plus être modifiée.
La première forme est un lien entre le rôdeur et ses compagnons qui lui permet, en utilisant une action de mouvement, de faire bénéficier tous ses alliés distants de 9 m (6 cases) ou moins et qui peuvent le voir ou l’entendre de la moitié de son bonus d’ennemi juré contre une cible unique (appartenant au type adéquat). Ce bonus persiste pendant un nombre de rounds égal au modificateur de Sagesse du rôdeur (au minimum 1 round) et ne se cumule pas avec les bonus d’ennemis jurés que ses alliés pourraient posséder (ils ne bénéficient que du bonus le plus élevé).
Sous sa seconde forme, le pacte permet au le rôdeur de tisser un lien étroit avec un compagnon animal. Un rôdeur qui opte pour cette forme doit choisir un animal dans la liste suivante : blaireau, chameau, cheval (lourd ou léger), chien, loup, oiseau, petit félin, poney, rat sanguinaire ou serpent (vipère ou serpent constricteur). Si la campagne se déroule en grande partie ou entièrement en milieu aquatique, le rôdeur peut également choisir un requin. Cet animal est un compagnon loyal qui accompagne le rôdeur au cours de ses aventures et l’aide au mieux de ses possibilités. Le compagnon animal partage les bonus d’ennemis jurés et d’environnements de prédilection du rôdeur.
Le compagnon suit les mêmes règles que les compagnons animaux des druides (voir la capacité de druide de pacte avec la nature), avec un niveau de druide effectif égal au niveau du rôdeur -3."
ranger,Rôdeur,Spells,Sorts,"Beginning at 4th level, a ranger gains the ability to cast a small number of divine spells, which are drawn from the ranger spell list presented in Spell Lists. A ranger must choose and prepare his spells in advance.To prepare or cast a spell, a ranger must have a Wisdom score equal to at least 10 + the spell level. The Difficulty Class for a saving throw against a ranger's spell is 10 + the spell level + the ranger's Wisdom modifier.Like other spellcasters, a ranger can cast only a certain number of spells of each spell level per day. His base daily spell allotment is given on Table: Ranger. In addition, he receives bonus spells per day if he has a high Wisdom score (see  Table: Ability Modifiers and Bonus Spells). When Table: Ranger indicates that the ranger gets 0 spells per day of a given spell level, he gains only the bonus spells he would be entitled to based on his Wisdom score for that spell level.A ranger must spend 1 hour per day in quiet meditation to regain his daily allotment of spells. A ranger may prepare and cast any spell on the ranger spell list, provided that he can cast spells of that level, but he must choose which spells to prepare during his daily meditation.Through 3rd level, a ranger has no caster level. At 4th level and higher, his caster level is equal to his ranger level – 3.","Dès le niveau 4, un rôdeur peut lancer un petit nombre de sorts divins appartenant à la liste des sorts de rôdeurs. Un rôdeur doit choisir et préparer ses sorts à l’avance.
Pour préparer ou lancer un sort, un rôdeur doit avoir une valeur de Sagesse au moins égale à 10 + le niveau du sort. Le DD des jets de sauvegarde contre les sorts du rôdeur est égal à 10 + le niveau du sort + le modificateur de Sagesse du rôdeur.
Comme les autres lanceurs de sorts, le rôdeur ne peut lancer qu’un nombre de sorts donné de chaque niveau chaque jour. Son quota de sorts quotidiens est indiqué dans la Table ""Le Rôdeur"". En plus de cela, il reçoit des sorts en bonus si sa valeur de Sagesse est suffisamment élevée (voir la Table ""Modificateurs de caractéristique et sorts en bonus""). Quand la Table ""Le Rôdeur"" indique que le rôdeur peut lancer 0 sort d’un niveau de sort par jour, il ne dispose, pour ce niveau de sorts, que des sorts en bonus que peut lui accorder une Sagesse élevée.
Chaque jour, le rôdeur doit passer une heure à méditer afin de renouveler son quota journalier de sorts. Le rôdeur peut préparer et lancer n’importe quel sort de la liste des sorts de rôdeurs, pour autant qu’il puisse lancer des sorts de ce niveau. Il doit cependant choisir quels sorts préparer au cours de sa méditation quotidienne.
Jusqu’au niveau 3, le rôdeur n’a pas de niveau de lanceur de sorts. À partir du niveau 4, son niveau de lanceur de sorts est égal son niveau de rôdeur -3."
ranger,Rôdeur,Woodland Stride (Ex),Déplacement facilité (Ext),"Starting at 7th level, a ranger may move through any sort of undergrowth (such as natural thorns, briars, overgrown areas, and similar terrain) at his normal speed and without taking damage or suffering any other impairment.Thorns, briars, and overgrown areas that are enchanted or magically manipulated to impede motion, however, still affect him.","Un rôdeur de niveau 7 se déplace sans la moindre gêne dans toutes sortes de taillis, y compris les fourrés, les buissons (même épineux) et les autres zones de végétation dense. Il progresse normalement et ne subit aucun dégât.
La végétation enchantée de manière à restreindre les mouvements continue toutefois à l’affecter."
ranger,Rôdeur,Swift Tracker (Ex),Pistage accéléré (Ext),"Beginning at 8th level, a ranger can move at his normal speed while using Survival to follow tracks without taking the normal –5 penalty. He takes only a –10 penalty (instead of the normal –20) when moving at up to twice normal speed while tracking.","Lorsqu’un rôdeur de niveau 8 suit une piste, il peut se déplacer à vitesse normale sans subir le malus de -5 sur ses tests de Survie. De plus, il ne subit qu’un malus de -10 (au lieu de -20) sur ses tests de Survie lorsqu’il suit une piste en se déplaçant au double de sa vitesse."
ranger,Rôdeur,Evasion (Ex),Esquive totale (Ext),"When he reaches 9th level, a ranger can avoid even magical and unusual attacks with great agility. If he makes a successful Reflex saving throw against an attack that normally deals half damage on a successful save, he instead takes no damage. Evasion can be used only if the ranger is wearing light armor, medium armor, or no armor. A helpless ranger does not gain the benefit of evasion.","L’agilité phénoménale d’un rôdeur de niveau 9 lui permet d’esquiver les attaques magiques ou inhabituelles. S’il réussit un jet de Réflexes contre une attaque dont les dégâts devraient être réduits de moitié en cas de jet de Réflexes réussi, il évite l’attaque et ne subit pas le moindre dégât. Le rôdeur bénéficie de cet avantage uniquement s’il porte une armure légère, intermédiaire ou aucune armure. Un rôdeur sans défense ne bénéficie pas des avantages de l’esquive totale."
ranger,Rôdeur,Quarry (Ex),Proie du chasseur (Ext),"At 11th level, a ranger can, as a standard action, denote one target within his line of sight as his quarry. Whenever he is following the tracks of his quarry, a ranger can take 10 on his Survival skill checks while moving at normal speed, without penalty. In addition, he receives a +2 insight bonus on attack rolls made against his quarry, and all critical threats are automatically confirmed. A ranger can have no more than one quarry at a time and the creature's type must correspond to one of his favored enemy types. He can dismiss this effect at any time as a free action, but he cannot select a new quarry for 24 hours. If the ranger sees proof that his quarry is dead, he can select a new quarry after waiting 1 hour.","Au niveau 11, un rôdeur peut choisir une cible dans sa ligne de mire et la désigner comme proie en utilisant une action simple. Chaque fois qu’il suit les traces de sa proie, le rôdeur peut faire 10 sur ses tests de Survie tout en se déplaçant à vitesse normale sans pour autant subir de pénalité. De plus, il reçoit un bonus d’intuition de +2 aux jets d’attaque contre sa cible et toutes les possibilités de critique sont automatiquement confirmées. Le rôdeur ne peut avoir qu’une seule cible à la fois et celle-ci doit appartenir à une de ses catégories d’ennemis jurés. Il peut mettre fin à cet effet à n’importe quel moment (par action libre) mais il doit alors attendre vingt-quatre heures avant de désigner une nouvelle proie. Si le rôdeur a la preuve que sa cible est morte, ce délai d’attente est réduit à une heure."
ranger,Rôdeur,Camouflage (Ex),Camouflage (Ext),"A ranger of 12th level or higher can use the Stealth skill to hide in any of his favored terrains, even if the terrain doesn't grant cover or concealment.","Un rôdeur de niveau 12 ou plus peut utiliser la compétence Discrétion même s’il ne bénéficie pas d’un abri ou de camouflage, à condition de se trouver dans un de ses environnements de prédilection."
ranger,Rôdeur,Improved Evasion (Ex),Esquive surnaturelle (Ext),"At 16th level, a ranger's evasion improves. This ability works like evasion, except that while the ranger still takes no damage on a successful Reflex saving throw against attacks, he henceforth takes only half damage on a failed save. A helpless ranger does not gain the benefit of improved evasion.","Au niveau 16, l’esquive totale du rôdeur s’améliore. Quand il est victime d’un attaque qui autorise un jet de Réflexes pour réduire les dégâts de moitié, il ne subit aucun dégât en cas de jet de sauvegarde réussi mais, en plus, il ne subit que la moitié des dégâts en cas d’échec du jet de sauvegarde. Un rôdeur sans défense perd les avantages de l’esquive surnaturelle."
ranger,Rôdeur,Hide in Plain Sight (Ex),Discrétion totale (Ext),"While in any of his favored terrains, a ranger of 17th level or higher can use the Stealth skill even while being observed.",Un rôdeur de niveau 17 ou plus se trouvant dans un de ses environnements de prédilection peut utiliser la compétence Discrétion même s’il est observé.
